id	title	story	gender	link	image
176	스플릿	과거 볼링계의 전설이라 불리며 이름을 날리던 ‘철종’은 불운의 사고로 모든 것을 잃고 낮에는 가짜석유 판매원, 밤에는 도박볼링판에서 선수로 뛰며 별 볼일 없는 인생을 살아간다. 그러던 어느 날, 자신만의 세계에 빠져 살지만 볼링만큼은 천재적인 능력을 갖고 있는 ‘영훈’을 우연히 만난 후, ‘철종’은 ‘영훈’을 자신의 파트너로 끌어들이게 된다. ‘철종’의 조력자이자 도박판의 브로커 ‘희진’의 주도 아래 드디어 큰 판이 벌어지게 되고, ‘철종’과 끈질긴 악연의 ‘두꺼비’까지 가세해 치열한 승부가 시작 되는데… 제11회 싱가포르한국영화제 초청 상영 (2017)	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=146512	https://movie-phinf.pstatic.net/20161116_262/1479256549925MEKV1_JPEG/movie_image.jpg?type=f67
177	뻐꾸기 둥지 위로 날아간 새	범죄자인 맥머피(Randle Patrick McMurphy: 잭 니콜슨 분)는 교도소에서 정신 병원으로 후송된다. 정신 병원이 감옥보다는 자유로울 것으로 생각했던 맥머피는 전혀 그렇지 않다는 것을 깨닫는다. 정신 병원에 수감되어 있는 하딩(Harding: 윌리암 레드필드 분), 마티니(Martini: 대니 드비토 분), 체스윅(Cheswick: 시드니 래식 분), 빌리(Billy Bibbit: 브래드 듀리프 분), 데버(Taber: 크리스토퍼 로이드 분), 시멜로, 추장(Chief Bromden: 윌 샘프슨 분), 프레데릭슨(Frederickson: 빈센트 쉬아벨리 분) 등과 생활하면서 맥머피는 그들이 겉으로는 전혀 문제가 없어 보이지만 보이지 않는 병원내의 압력에 의해 짓눌려 사는 죽은 인간들임을 간파한다. 그리고 그러한 압력의 주범이 레취드(Nurse Ratched: 루이스 플레쳐 분) 간호원임을 알게 된다. 맥머피는 환자들을 끌고 병원을 빠져나가 낚시를 다녀오거나 파티를 여는 등 의도적인 반항을 시도하지만 레취드 간호원으로 대표되는 병원내의 시스템이 너무나 막강하다는 것을 꺼닫고 탈출을 결심하게 된다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=10688	https://movie-phinf.pstatic.net/20111222_269/1324530075031lrSi2_JPEG/movie_image.jpg?type=f67
178	쿠르스크	평범한 토요일 아침, 해군 대위 ‘미하일’(마티아스 쇼에나에츠)은 핵잠수함 쿠르스크에 승선한다. 출항 직후 예기치 못한 폭발로 잠수함이 침몰하고, 두 번째 폭발로 쿠르스크 선체에 큰 구멍이 뚫린다. 그 시각 남편의 소식을 들은 ‘미하일’의 아내 ‘타냐’(레아 세이두)는 그의 생사를 확인하려 하지만 아무 소식도 들을 수 없고 러시아 정부는 영국군 준장 ‘데이빗’(콜린 퍼스)의 구조 지원도 마다한 채 시간만 보내는데… 두 번의 폭발과 침몰한 잠수함, 118명 중 확인된 생존자는 단 23명 그들은 끝까지 믿음을 잃지 않았다	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=151747	https://movie-phinf.pstatic.net/20190122_184/15481438210002GEw3_JPEG/movie_image.jpg?type=f67
179	사우스포	43승 0패의 무패 신화를 달리고 있는 라이트 헤비급 복싱 세계챔피언 ‘빌리 호프’(제이크 질렌할). 사랑하는 가족과 함께 호화로운 삶을 누리던 그는 어느 날 한 순간의 실수로 아름다운 아내 '모린’(레이첼 맥아덤즈)을 잃고 만다. 예상치 못한 비극에 믿었던 매니저와 친구들마저 떠나버리고, 자책과 절망 속에 살아가던 그는 결국 하나뿐인 딸 ‘레일라’의 양육권마저 빼앗길 위기에 처하게 된다. 이제 남은 것이라곤 두 주먹뿐인 그가 찾아간 곳은 다 무너져가는 동네 체육관에서 아마추어 복서들을 가르치는 은퇴한 복싱 선수 ‘틱’(포레스트 휘태커). ‘틱’은 분노로 가득찬 빌리에게 스스로를 보호하는 싸움법과 왼손잡이 펀치, ‘사우스포’를 가르친다. 이제 빌리는 딸을 되찾고 자랑스러운 아빠로 거듭나기 위해 생애 가장 어려운 시합에 올라서기로 결심하는데…   마침내 시작된 최후의 도전! 멈춰버린 심장을 다시 뛰게 할 짜릿한 승부가 펼쳐진다!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=81967	https://movie-phinf.pstatic.net/20151203_293/1449106592087oJNsb_JPEG/movie_image.jpg?type=f67
180	워크래프트: 전쟁의 서막	두 개의 운명, 하나의 세계 공존할 것인가! 맞설 것인가! 서로 다른 차원에 살고 있던 인간과 오크. 오크의 행성이 황폐해지기 시작하자, 이들은 인간의 행성으로 넘어와 새로운 왕국을 건설하려 한다. 생존을 위해 서로의 도움이 필요하다고 믿는 인간 종족의 영웅 ‘로서’와 오크 종족의 영웅 ‘듀로탄’. 하지만, 공존에 반대하는 또 다른 세력이 분열되면서 두 진영은 더 큰 혼란에 빠지게 되는데… 세상의 운명을 건 피할 수 없는 전쟁이 시작된다!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=75006	https://movie-phinf.pstatic.net/20160517_102/1463452532603zsM6P_JPEG/movie_image.jpg?type=f67
181	수상한 그녀	아들 자랑이 유일한 낙인 욕쟁이 칠순 할매 오말순(나문희分)은 어느 날, 가족들이 자신을 요양원으로 독립(?)시키려 한다는 청천벽력 같은 사실을 알게 된다. 뒤숭숭한 마음을 안고 밤길을 방황하던 할매 말순은 오묘한 불빛에 이끌려 ‘청춘 사진관’으로 들어간다. 난생 처음 곱게 꽃단장을 하고 영정사진을 찍고 나오는 길, 그녀는 버스 차창 밖에 비친 자신의 얼굴을 보고 경악을 금치 못한다. 오드리 헵번처럼 뽀얀 피부, 날렵한 몸매... 주름진 할매에서 탱탱한 꽃처녀의 몸으로 돌아간 것! 아무도 알아보지 못하는 자신의 젊은 모습에 그녀는 스무살 ‘오두리’가 되어 빛나는 전성기를 즐겨 보기로 마음 먹는데... 2014년 새해, 대한민국에 웃음 보따리를 안겨줄 <수상한 그녀>가 온다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=107924	https://movie-phinf.pstatic.net/20140106_63/1388973931178nTp2e_JPEG/movie_image.jpg?type=f67
182	어카운턴트	자폐아로 오해 받았지만 아인슈타인, 피카소, 모차르트와 비견될 정도로 숫자에 대한 탁월한 능력을 지닌 크리스찬(벤 애플렉). 수학천재인 그는 자신의 재능을 살려 마약 조직의 검은 돈을 봐주는 회계사로 살아간다. 그러던 중 그가 비밀리에 행했던 일로 인해 조직과 국가의 동시에 표적이 되고, 이제 그는 낮에는 회계사, 밤에는 킬러였던 자신의 본색을 드러내며 동시에 그들과 맞서는데…	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=134859	https://movie-phinf.pstatic.net/20161007_257/1475831777314AyS5i_JPEG/movie_image.jpg?type=f67
183	말하는 건축가	건축가 정기용은 대장암 판정 후, 자신의 건축세계를 담은 일민미술관 전시회 및 후배양성에 여전히 바쁘기 그지 없다. 무주공공프로젝트, 기적의 도서관 등 나눔의 미덕을 아는 공공건축의 대가이자 건축계의 이단아 故정기용은 마지막까지 사람과 자연을 향하는 건축을 알리고자 하지만, 시간은 얼마 남지 않는데… 내가 사는 곳은 비록 월셋방일지라도, 모두가 사는 곳은 같이 나누는 것. 그가 전하는 마지막 감동의 여정이 펼쳐진다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=88793	https://movie-phinf.pstatic.net/20120217_233/1329469816004beXHQ_JPEG/movie_image.jpg?type=f67
184	밀리언 달러 베이비	딸과의 관계가 소원해진 채 혼자 낡은 체육관을 운영하며 권투 선수들을 키우는 프랭키(클린트 이스트우드)에게 매기(힐러리 스웽크)가 찾아온다. 선수로 키워 달라는 말에 프랭키는 30살이 넘은 여자라는 이유로 매몰차게 거절하지만 매기는 계속 체육관에 와서 연습하길 멈추지 않는다. 선수 때 한쪽 눈을 잃고 지금은 프랭키 체육관의 청소부로 일하며 지내는 스크랩(모건 프리먼)이 조금씩 매기를 돕는다. 매기의 열의에 못이긴 척 프랭키는 트레이너가 되어 ‘모쿠슈라’라는 이름을 붙여주며 함께 경기에 나가며 점점 가까워진다. “항상 자신을 보호하라”는 가르침 속에 훈련은 계속되고 마침내 챔피언 쟁탈전에 나가지만 상대방 선수의 반칙으로 매기는 크게 다치게 되고, 매기는 프랭키에게 너무나 슬픈 부탁을 하게 되는데… 백만불의 눈물을 전해준 나의 소중한, 나의 ‘모쿠슈라’!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=39809	https://movie-phinf.pstatic.net/20170206_131/14863566539157duVI_JPEG/movie_image.jpg?type=f67
185	베테랑	한 번 꽂힌 것은 무조건 끝을 보는 행동파 ‘서도철’(황정민), 20년 경력의 승부사 ‘오팀장’(오달수), 위장 전문 홍일점 ‘미스봉’(장윤주), 육체파 ‘왕형사’(오대환), 막내 ‘윤형사’(김시후)까지 겁 없고, 못 잡는 것 없고, 봐 주는 것 없는 특수 강력사건 담당 광역수사대. 오랫동안 쫓던 대형 범죄를 해결한 후 숨을 돌리려는 찰나, 서도철은 재벌 3세 ‘조태오’(유아인)를 만나게 된다. 세상 무서울 것 없는 안하무인의 조태오와 언제나 그의 곁을 지키는 오른팔 ‘최상무’(유해진). 서도철은 의문의 사건을 쫓던 중 그들이 사건의 배후에 있음을 직감한다. 건들면 다친다는 충고에도 불구하고 포기하지 않는 서도철의 집념에 판은 걷잡을 수 없이 커져가고 조태오는 이를 비웃기라도 하듯 유유히 포위망을 빠져 나가는데… 베테랑 광역수사대 VS 유아독존 재벌 3세 2015년 여름, 자존심을 건 한판 대결이 시작된다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=115977	https://movie-phinf.pstatic.net/20150622_131/14349365467550iQnC_JPEG/movie_image.jpg?type=f67
186	극장판 포켓몬스터 모두의 이야기	바람 축제에 온 지우와 피카츄. 이브이를 찾는 리사와 새로 만난 친구들과 함께 하던 중, 갑자기 모든 바람이 사라지고 정체를 알 수 없는 검은 연기가 마을을 뒤덮는다. 사람과 포켓몬 모두가 위험해질 위기가 찾아오자, 바람을 되찾기 위해 지우와 피카츄, 리사와 이브이, 라르고, 카가치, 히스이, 토리토의 모두가 함께하는 기적 같은 이야기가 시작된다.	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=172187	https://movie-phinf.pstatic.net/20181204_259/15438888834953FzA5_JPEG/movie_image.jpg?type=f67
187	사랑 후에 남겨진 것들	남편 루디에게 죽어가고 있다는 사실을 숨긴 채 트루디는 남편과 함께 자식들이 있는 베를린으로 떠난다. 그러나 트루디의 갑작스런 죽음으로 오히려 홀로 남게 된 루디는 아내가 원했지만 이룰 수 없었던 삶을 살아가기로 결심한다. 부부간의 사랑에 대한 감성적 탐구가 돋보이는 영화. (Hiding the knowledge that her husband Rudi is dying, Trudi takes him to Berlin to spend time with their children, but tragedy strikes when Trudi suddenly dies. Alone and despondent, Rudi vows to live the life she wanted but never had in this emotionally intense exploration of matrimonial love)	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=50785	https://movie-phinf.pstatic.net/20111222_117/1324539737316txwb3_JPEG/movie_image.jpg?type=f67
188	이웃집 토토로	도시를 떠나 시골로 이사 온 ‘사츠키’와 ‘메이’는 우연히 숲속에 살고 있는 신비로운 생명체 ‘토토로’를 만나 신비한 모험을 함께 한다. 그러던 어느 날, 어머니의 병원에서 위태로운 소식이 도착하고 언니 ‘사츠키’가 정신없이 아빠에게 연락을 취하는 와중에 ‘메이’가 행방불명 되는데…	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=18781	https://movie-phinf.pstatic.net/20190507_131/1557194421303SpmS0_JPEG/movie_image.jpg?type=f67
189	죽은 시인의 사회	1859년에 창립된 미국의 명문 웰튼 아카데미의 새학기 개강식. 이 학교 출신인 ‘존 키팅’ 선생(로빈 윌리엄스)은 새 영어 교사로 부임한다. 첫 시간부터 ‘키팅’ 선생은 “카르페 디엠”을 외치며 파격적인 수업방식으로 학생들에게 신선한 충격을 주는데... 오 캡틴! 마이 캡틴! O Captain! My Captain! ‘닐’(로버트 숀 레오나드)은 ‘키팅’ 선생을 ‘캡틴’이라 부르며 따르게 되고, ‘죽은 시인의 사회’라는 서클에 대한 이야기를 듣게 된다. ‘닐’과 그의 친구들은 엄격한 학교 규율을 어기고 서클에 참여하면서 ‘키팅’ 선생을 통해 ‘참된 인생’이 무엇인지를 조금씩 느끼게 되는데... 8월, 내 인생의 ‘캡틴’을 만난다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=10048	https://movie-phinf.pstatic.net/20160811_237/1470893687476y2lJU_JPEG/movie_image.jpg?type=f67
190	번지 점프를 하다	1983년 여름. 첫 눈에 반하는 일 따위는 믿지 않는 국문학과 82학번 서인우(이병헌 분)는 적극적이고 사랑스런 여자 82학번 인태희(이은주 분)를 만난다. 자신의 우산 속에 당돌하게 뛰어들어온 여자 인태희. 비에 젖은 검은 머리, 아름다운 얼굴, 그리고 당돌한 말투까지 인우의 마음은 온통 그녀로 가득 차 버린다. 그녀의 존재로 가슴 설레여하고, 그 사람의 손이 닿은 물건이면 무엇이든 소중하게 간직하며 사랑은 무르익어 간다. 험한 소리 퍼부으며 다시는 안 볼 것 같이 뒤돌아 가다가도 금세 혀가 말릴 정도로 그리움에 애를 태우는 그들에게 군입대라는 짧은 이별의 순간이 왔다. 그러나, 서로에게 짧은 이별이라 위로했던 그 순간은 영원으로 이어지는데... 2000년 봄. 사랑의 기억만을 간직한 채 새로운 삶을 살고 있는 인우. 이제 그는 어엿한 가장이고 고등학교 국어교사다. 그러나 아직도 태희를 잊지 못하는 그의 정수리 위로 다시 한 번 쏟아지는 감정의 소낙비. 17년전, 소나기가 쏟아지던 그 여름 자신의 우산 속에 갑작스레 뛰어들었던 태희처럼, 다시 그의 인생을 송두리째 흔드는 사람. 그녀처럼 새끼손가락을 펼치는 버릇이 있고, 그녀의 얼굴이 새겨진 라이터를 가지고 있고, 그녀가 했던 이야기를 그대로 하는 그 사람에게서 인우는 다시 사랑을 느끼기 시작하는데. “몇번을 죽고 다시 태어난대도, 결국 진정한 사랑은 단 한 번 뿐이라고 합니다. 대부분의 사람은, 한 사람만을 사랑할 수 있는 심장을 지녔기 때문이라죠. 인생의 절벽 아래로 뛰어내린대도, 그 아래는, 끝이 아닐 거라고, 당신이 말했었습니다. 다시 만나 사랑하겠습니다... 사랑하기 때문에 사랑하는 것이 아니라 사랑할 수 밖에 없기 때문에 당신을 사랑을 사랑합니다...” - 2001년, 서인우 	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=30796	https://movie-phinf.pstatic.net/20111222_138/1324545567577v2JLW_JPEG/movie_image.jpg?type=f67
191	변호인	1980년대 초 부산. 빽 없고, 돈 없고, 가방끈도 짧은 세무 변호사 송우석(송강호). 부동산 등기부터 세금 자문까지 남들이 뭐라든 탁월한 사업수완으로 승승장구하며 부산에서 제일 잘나가고 돈 잘 버는 변호사로 이름을 날린다. 대기업의 스카우트 제의까지 받으며 전국구 변호사 데뷔를 코 앞에 둔 송변. 하지만 우연히 7년 전 밥값 신세를 지며 정을 쌓은 국밥집 아들 진우(임시완)가 뜻하지 않은 사건에 휘말려 재판을 앞두고 있다는 소식을 듣는다. 국밥집 아줌마 순애(김영애)의 간절한 부탁을 외면할 수 없어 구치소 면회만이라도 도와주겠다고 나선 송변. 하지만 그곳에서 마주한 진우의 믿지 못할 모습에 충격을 받은 송변은 모두가 회피하기 바빴던 사건의 변호를 맡기로 결심하는데... “제가 하께요, 변호인. 하겠습니더”	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=101901	https://movie-phinf.pstatic.net/20131203_145/1386034788519v2Vwy_JPEG/movie_image.jpg?type=f67
192	플래툰	부유한 집안에서 자란 명문대생 ‘크리스 테일러’는 월남전에 스스로 자원 입대 한다. 가난한 사람과 배우지 못한 사람만이 어쩔 수 없이 전쟁터로 끌려나가는 것이 불합리함을 깨닫고 참전을 결정할 만큼 정의를 중시하는 인물이지만 고참들 앞에서는 어설픈 신참 애송이에 불과하다. 어느 날, ‘크리스’는 ‘반즈’ 중사와 그를 따르는 몇몇 무리가 한 마을 주민들을 처참히 짓밟고 유린하는 모습을 목격한 후 충격에 빠지고, 군인으로 의무를 다 하는 인간미 넘치는 ‘일라이어스’ 부대장은 ‘반즈’ 중사와 충돌하기 시작한다. 결코 행복할 수 없는 곳, 비로소 알게 된 지옥보다 잔혹한 지옥의 참상. 전쟁터의 살벌함과 비정함은 갈수록 ‘크리스’를 지치게 하는데…	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=10039	https://movie-phinf.pstatic.net/20170427_140/1493269042979rxUMt_JPEG/movie_image.jpg?type=f67
193	바울	그리스도가 부활한 지 약 30년 후인 AD 67년, 로마제국의 황제 ‘네로’는 자신의 광기로 일어난 대화재의 원인으로 신흥종교인 기독교에 책임을 돌린다. 짐승들의 먹이가 되거나 불태워지며 극심한 박해를 받는 크리스천들. 그리고 그들의 리더인 ‘바울’은 ‘네로’의 명령에 의해 감옥에 갇혀 사형될 날만을 기다리고 있다. 이러한 상황 속에서 바울의 동역자인 ‘누가’는 죽음의 문턱, 두려움 속에 점점 희망을 잃어가는 크리스천들에게 ‘바울’의 일생과 그가 얻은 지혜를 사도행전으로 기록하여 전하고자 깊은 감옥 속으로 숨어드는데….	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692	https://movie-phinf.pstatic.net/20181126_296/1543195305541TXc6u_JPEG/movie_image.jpg?type=f67
194	피케이: 별에서 온 얼간이	집(우주)으로 돌아갈 리모콘을 도둑 맞은 외계인 피케이(아미르 칸). 되찾을 수 있는 방법은 오직 신만이 알고 있다? 각종 종교 의식을 행하며 신을 찾아 헤매는데.. 우리를 만든 신! 우리가 만든 신! 당신이 믿는 신은 누굽니까? 9월 3일, 신에 대한 발칙한 도발이 시작된다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=133402	https://movie-phinf.pstatic.net/20151111_136/1447206555452k4q6Q_JPEG/movie_image.jpg?type=f67
195	튼튼이의 모험	빽도 재능도 없지만 레슬링에 대한 사랑만큼은 국가대표 급인 튼튼한 18세 소년 ‘충길’. 대풍고 레슬링부에 남은 유일한 선수인 충길은 체육관을 지키며, 시내버스 운전기사로 전업한 코치 ‘상규’와 엄마를 고향 필리핀에 보내주기 위해 막노동을 시작한 친구 ‘진권’을 찾아 운동을 계속하자고 조른다. 충길의 진심이 통했을까! 전국체전의 예선 출전권을 따낸 대풍고 레슬링부는 소박한 목표, 단 1승을 위해 최후의 지옥훈련에 돌입한다. 게다가 진권의 여동생을 보고 한눈에 반한 불량써클 블랙타이거의 멤버 ‘혁준’까지 레슬링부에 가세, 파이터의 천부적인 재능을 발휘하며 레슬링부의 새로운 희망으로 떠오른다. 과연 18세 레슬러 튼튼이들은 예선 1승, 더 나아가 전국체전 진출이라는 기적을 이뤄낼 수 있을까!	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=162423	https://movie-phinf.pstatic.net/20180529_29/1527559602050Xpm87_JPEG/movie_image.jpg?type=f67
196	세인트 빈센트	엄마와 단 둘이 새 집에 이사온 올리버(제이든 리버허)는 첫날부터 옆집의 까칠한 할아버지 빈센트(빌 머레이)와 악연을 맺게 된다. 등교 첫날부터 아이들에게 괴롭힘을 당하고 열쇠를 뺏겨 집에 못 들어가게 된 올리버는 얼떨결에 빈센트의 손에 맡겨진다. 올리버를 경마장, 술집에 데려가고 애인인 스트리퍼를 밤의 여인이라며 망설임 없이 소개하는 빈센트. 하지만 빈센트가 학교 악동들에게서 올리버를 구해주고 자신을 방어하는 법을 가르쳐주면서 둘은 점점 가까워지고, 올리버는 고집불통 외골수에 괴짜 같아 보이지만 따뜻하고 인간적 빈센트를 자신의 멘토로 삼게 된다. 그 사이 빈센트는 더욱 심해지는 경제난과 갑작스런 인생 최대의 위기를 맞게 되는데…	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=118367	https://movie-phinf.pstatic.net/20150130_297/1422592011515HW4Fb_JPEG/movie_image.jpg?type=f67
197	아이언 자이언트	작은 시골마을의 외톨이 소년 ‘호가드’는 숲속에 불시착한 거대 로봇 ‘자이언트’를 만나 친구가 된다. 겉모습과는 달리 아이처럼 순수한 ‘자이언트’ 와 그를 영혼이 깃든 생명체로 느끼며 보호하려는 ‘호가드’. 20년만에 돌아온 이 가슴 뛰는 이야기는 여기서 다시 시작된다. 과연, ‘호가드’와 ‘자이언트’는 무사히 둘의 우정을 지킬 수 있을까?	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=25915	https://movie-phinf.pstatic.net/20190916_241/1568617690651nc10H_JPEG/movie_image.jpg?type=f67
198	하이큐!! 끝과 시작	‘한 때’ 고교 배구의 명문이었던 카라스노 고교에 입학하게 된 의욕 충만한 스파이커 ‘히나타’. 우연히 중학 시절 시합에서 만났던 천재 세터 ‘카게야마’를 같은 학교 배구부에서 만나고, 라이벌 구도를 형성하지만 점차 호흡을 맞추게 된다. 카라스노 고교 배구부는 예전의 명성을 찾기 위해 점차 팀을 꾸리게 되고 영원한 라이벌 네코마 고교와의 본격적인 첫 공식 연습 경기를 가지게 되는데… 최강이 되기 위한 불꽃 같은 승부가 시작된다!	F	https://movie.naver.com/movie/bi/mi/basic.nhn?code=140803	https://movie-phinf.pstatic.net/20170523_6/1495517148752Hwytk_JPEG/movie_image.jpg?type=f67
199	앤트맨과 와스프	‘시빌 워’ 사건 이후 은둔하며 히어로와 가장의 역할 사이에서 고민 중이던 ‘앤트맨’과 새로운 파트너 ‘와스프’ 앞에 정체불명의 빌런 ‘고스트’가 등장한다. 시공간의 개념이 사라진 양자 영역으로 들어갈 수 있는 기술을 훔쳐 달아난 고스트를 쫓던 앤트맨과 와스프는 상상도 못했던 상황에 직면하는데…	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=144330	https://movie-phinf.pstatic.net/20180530_170/1527645793223uhWgz_JPEG/movie_image.jpg?type=f67
200	8월의 크리스마스	"""좋아하는 남자 친구 없어요?"" 그 남자 l 한석규 변두리 사진관에서 아버지를 모시고 사는 노총각 ‘정원’. 시한부 인생을 받아들이고 가족, 친구들과 담담한 이별을 준비하던 어느 날, 주차단속요원 '다림'을 만나게 되고 차츰 평온했던 일상이 흔들리기 시작한다. ""아저씨, 왜 나만 보면 웃어요?"" 그 여자 l 심은하 밝고 씩씩하지만 무료한 일상에 지쳐가던 스무 살 주차 단속요원 '다림'. 단속차량 사진의 필름을 맡기기 위해 드나들던 사진관의 주인 '정원'에게 어느새 특별한 감정을 갖게 되는데... 2013년 가을, 사랑을 간직한 채 떠나갔던 그 사람이 다시 돌아옵니다."	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=165665	https://movie-phinf.pstatic.net/20170626_276/14984447410597UctW_JPEG/movie_image.jpg?type=f67
201	달콤한 인생	 어느 맑은 봄날, 바람에 이리저리 휘날리는 나뭇가지를 바라보며, 제자가 물었다. “스승님, 저것은 나뭇가지가 움직이는 겁니까, 바람이 움직이는 겁니까?” 스승은 제자가 가리키는 것은 보지도 않은 채, 웃으며 말했다. 무릇 움직이는 것은 나뭇가지도 아니고 바람도 아니며, 네 마음 뿐이다. 서울 하늘 한 켠, 섬처럼 떠 있는 한 호텔의 스카이라운지. 그 곳은 냉철하고 명민한 완벽주의자 선우의 작은 성이다. '왜'라고 묻지 않는 과묵한 의리, 빈틈 없는 일 처리로 보스 강사장의 절대적 신뢰를 획득, 스카이라운지의 경영을 책임지기까지, 그는 꼬박 7년의 세월을 바쳤다. 룰을 어긴 자는 이유를 막론하고 처단하는 냉혹한 보스 강사장. 그런 그에게는 남들에게 말 못 할 비밀이 하나 있다. 젊은 애인 희수의 존재가 바로 그것. 그녀에게 딴 남자가 생긴 것 같다는 의혹을 가진 강사장은 선우에게 그녀를 감시, 사실이면 처리하라고 명령한다. 희수를 따라 다니기 시작한 지 3일째, 희수와 남자 친구가 함께 있는 현장을 급습하는 선우. 하지만, 마지막 순간, 그는 알 수 없는 망설임 끝에 그들을 놓아준다. 그것이 모두를 위한 최선의 선택이라 믿으며 말이다. 그러나 단 한 순간에 불과했던 이 선택으로 인해 선우는 어느 새 적이 되어 버린 조직 전체를 상대로, 돌이킬 수 없는 전쟁을 시작하게 되는데... 어느 깊은 가을밤, 잠에서 깨어난 제자가 울고 있었다. 그 모습을 본 스승이 기이하게 여겨 제자에게 물었다. “무서운 꿈을 꾸었느냐?” “아닙니다.” “슬픈 꿈을 꾸었느냐?” “아닙니다. 달콤한 꿈을 꾸었습니다.” “그런데 왜 그리 슬피 우느냐?” 제자는 흐르는 눈물을 닦아내며 나지막히 말했다. “그 꿈은 이루어질 수 없기 때문입니다.” 	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=158681	https://ssl.pstatic.net/static/movie/2011/06/poster_default.gif
202	하늘을 걷는 남자	어려서부터 하늘을 걷는 도전을 꿈꿔온 무명 아티스트 ‘필립’(조셉 고든 레빗). 그에게 꿈을 이룰 수 있는 단 한 번의 기회가 찾아온다. 바로 전세계 최고 높이를 자랑하는 412미터 높이의 월드 트레이드 센터가 정식 오픈하기 전에 두 빌딩 사이를 밧줄로 연결해서 걷겠다는 것. 이 세상 누구도 생각지 못한 도전을 실행하기 위해 ‘필립’은 그를 도와줄 조력자들과 함께 고군분투하지만, 디데이가 다가올수록 예상 밖의 위기를 맞이하게 되는데….	N	https://movie.naver.com/movie/bi/mi/basic.nhn?code=125405	https://movie-phinf.pstatic.net/20151026_121/14458201965952ymfk_JPEG/movie_image.jpg?type=f67
203	살인의 추억	1986년 경기도. 젊은 여인이 무참히 강간, 살해당한 시체로 발견된다. 2개월 후, 비슷한 수법의 강간살인사건이 연이어 발생하면서 사건은 세간의 주목을 받기 시작하고, 일대는 연쇄살인이라는 생소한 범죄의 공포에 휩싸인다. 사건 발생지역에 특별수사본부가 설치되고, 수사본부는 구희봉 반장(변희봉 분)을 필두로 지역토박이 형사 박두만(송강호 분)과 조용구(김뢰하 분), 그리고 서울 시경에서 자원해 온 서태윤(김상경 분)이 배치된다. 육감으로 대표되는 박두만은 동네 양아치들을 족치며 자백을 강요하고, 서태윤은 사건 서류를 꼼꼼히 검토하며 사건의 실마리를 찾아가지만, 스타일이 다른 두 사람은 처음부터 팽팽한 신경전을 벌인다. 용의자가 검거되고 사건의 끝이 보일 듯 하더니, 매스컴이 몰려든 현장 검증에서 용의자가 범행 사실을 부인하면서 현장은 아수라장이 되고, 구반장은 파면 당한다. 수사진이 아연실색할 정도로 범인은 자신의 흔적을 남기지 않는다. 살해하거나 결박할 때도 모두 피해자가 착용했거나 사용하는 물품을 이용한다. 심지어 강간사 일 경우, 대부분 피살자의 몸에 떨어져 있기 마련인 범인의 음모 조차 단 하나도 발견되지 않는다. 후임으로 신동철 반장(송재호 분)이 부임하면서 수사는 활기를 띠기 시작한다. 박두만은 현장에 털 한 오라기 남기지 않는다는 점에 착안, 근처의 절과 목욕탕을 뒤지며 무모증인 사람을 찾아 나서고, 사건 파일을 검토하던 서태윤은 비오는 날, 빨간 옷을 입은 여자가 범행대상이라는 공통점을 밝혀낸다. 선제공격에 나선 형사들은 비오는 밤, 여경에게 빨간 옷을 입히고 함정 수사를 벌인다. 그러나 다음날 아침 돌아오는 것은 또다른 여인의 끔찍한 사체. 사건은 해결의 실마리를 다시 감추고 냄비처럼 들끊는 언론은 일선 형사들의 무능을 지적하면서 형사들을 더욱 강박증에 몰아넣는데.	M	https://movie.naver.com/movie/bi/mi/basic.nhn?code=35901	https://movie-phinf.pstatic.net/20111222_166/1324548172003mpyIa_JPEG/movie_image.jpg?type=f67
